,file,page,question,score,target,len_question,qst_words,qst_clean,len_qst_cln,year,flag_what_meant,qst_tokenised,tokens_without_punctuationa,tokens_lemm,tokens_lst
45,Question paper - AS Level Paper 1 - June 2018.pdf,8,"Assess the extent to which training assistant managers for promotion to managers could benefit a business, such as PureGym.",10,managing people,123,"['Assess', 'the', 'extent', 'to', 'which', 'training', 'assistant', 'managers', 'for', 'promotion', 'to', 'managers', 'could', 'benefit', 'a', 'business,', 'such', 'as', 'PureGym.']","assess extent training assistant managers promotion managers could benefit business, puregym.",93,2018,0,"['assess', 'extent', 'training', 'assistant', 'managers', 'promotion', 'managers', 'could', 'benefit', 'business', ',', 'puregym', '.']","['assess', 'extent', 'training', 'assistant', 'managers', 'promotion', 'managers', 'could', 'benefit', 'business', 'puregym']","['assess', 'extent', 'train', 'assistant', 'manager', 'promotion', 'manager', 'could', 'benefit', 'business', 'puregym']",assess extent training assistant managers promotion managers could benefit business puregym
46,Question paper - AS Level Paper 1 - June 2018.pdf,11,What is meant by niche market?,2,meeting customer needs,30,"['What', 'is', 'meant', 'by', 'niche', 'market?']",what meant niche market?,24,2018,1,"['what', 'meant', 'niche', 'market', '?']","['what', 'meant', 'niche', 'market']","['what', 'mean', 'niche', 'market']",what meant niche market
47,Question paper - AS Level Paper 1 - June 2018.pdf,11,What is meant by brand?,2,marketing mix and strategy,23,"['What', 'is', 'meant', 'by', 'brand?']",what meant brand?,17,2018,1,"['what', 'meant', 'brand', '?']","['what', 'meant', 'brand']","['what', 'mean', 'brand']",what meant brand
48,Question paper - AS Level Paper 1 - June 2018.pdf,12,"Using the data in Extract B, calculate, to 2 decimal places, the market share of protein bars in the protein food and drink market for 2015. You are advised to show your workings.",4,meeting customer needs,179,"['Using', 'the', 'data', 'in', 'Extract', 'B,', 'calculate,', 'to', '2', 'decimal', 'places,', 'the', 'market', 'share', 'of', 'protein', 'bars', 'in', 'the', 'protein', 'food', 'and', 'drink', 'market', 'for', '2015.', 'You', 'are', 'advised', 'to', 'show', 'your', 'workings.']","using data extract b, calculate, 2 decimal places, market share protein bars protein food drink market 2015. you advised show workings.",135,2018,0,"['using', 'data', 'extract', 'b', ',', 'calculate', ',', '2', 'decimal', 'places', ',', 'market', 'share', 'protein', 'bars', 'protein', 'food', 'drink', 'market', '2015.', 'you', 'advised', 'show', 'workings', '.']","['using', 'data', 'extract', 'b', 'calculate', '2', 'decimal', 'places', 'market', 'share', 'protein', 'bars', 'protein', 'food', 'drink', 'market', '2015.', 'you', 'advised', 'show', 'workings']","['use', 'data', 'extract', 'b', 'calculate', '2', 'decimal', 'place', 'market', 'share', 'protein', 'bar', 'protein', 'food', 'drink', 'market', '2015.', 'you', 'advise', 'show', 'work']",using data extract b calculate 2 decimal places market share protein bars protein food drink market 2015. you advised show workings
49,Question paper - AS Level Paper 1 - June 2018.pdf,13,Explain how Mars could research the protein bar market.,4,meeting customer needs,55,"['Explain', 'how', 'Mars', 'could', 'research', 'the', 'protein', 'bar', 'market.']",explain mars could research protein bar market.,47,2018,0,"['explain', 'mars', 'could', 'research', 'protein', 'bar', 'market', '.']","['explain', 'mars', 'could', 'research', 'protein', 'bar', 'market']","['explain', 'mar', 'could', 'research', 'protein', 'bar', 'market']",explain mars could research protein bar market
50,Question paper - AS Level Paper 1 - June 2018.pdf,14,Assess two methods Mars could use to promote its new protein bars.,8,meeting customer needs,66,"['Assess', 'two', 'methods', 'Mars', 'could', 'use', 'to', 'promote', 'its', 'new', 'protein', 'bars.']",assess two methods mars could use promote new protein bars.,59,2018,0,"['assess', 'two', 'methods', 'mars', 'could', 'use', 'promote', 'new', 'protein', 'bars', '.']","['assess', 'two', 'methods', 'mars', 'could', 'use', 'promote', 'new', 'protein', 'bars']","['assess', 'two', 'method', 'mar', 'could', 'use', 'promote', 'new', 'protein', 'bar']",assess two methods mars could use promote new protein bars
51,Question paper - AS Level Paper 1 - June 2018.pdf,16,Assess the importance of adapting to market change for a business such as Mars.,10,meeting customer needs,79,"['Assess', 'the', 'importance', 'of', 'adapting', 'to', 'market', 'change', 'for', 'a', 'business', 'such', 'as', 'Mars.']",assess importance adapting market change business mars.,55,2018,0,"['assess', 'importance', 'adapting', 'market', 'change', 'business', 'mars', '.']","['assess', 'importance', 'adapting', 'market', 'change', 'business', 'mars']","['assess', 'importance', 'adapt', 'market', 'change', 'business', 'mar']",assess importance adapting market change business mars
52,Question paper - Unit 1 (WBS11) - January 2020.pdf,2,Define the term ‘uncertainty’ .,2,entrepreneurs and leaders,31,"['Define', 'the', 'term', '‘uncertainty’', '.']",define term ‘uncertainty’ .,27,2020,0,"['define', 'term', '‘', 'uncertainty', '’', '.']","['define', 'term', 'uncertainty']","['define', 'term', 'uncertainty']",define term uncertainty
53,Question paper - Unit 1 (WBS11) - January 2020.pdf,2,Construct a supply and demand diagram to show the impact of increasing farming costs on the Bulgarian food market.,4,the market,114,"['Construct', 'a', 'supply', 'and', 'demand', 'diagram', 'to', 'show', 'the', 'impact', 'of', 'increasing', 'farming', 'costs', 'on', 'the', 'Bulgarian', 'food', 'market.']",construct supply demand diagram show impact increasing farming costs bulgarian food market.,91,2020,0,"['construct', 'supply', 'demand', 'diagram', 'show', 'impact', 'increasing', 'farming', 'costs', 'bulgarian', 'food', 'market', '.']","['construct', 'supply', 'demand', 'diagram', 'show', 'impact', 'increasing', 'farming', 'costs', 'bulgarian', 'food', 'market']","['construct', 'supply', 'demand', 'diagram', 'show', 'impact', 'increase', 'farm', 'cost', 'bulgarian', 'food', 'market']",construct supply demand diagram show impact increasing farming costs bulgarian food market
54,Question paper - Unit 1 (WBS11) - January 2020.pdf,3,Analyse two entrepreneurial characteristics that Rossi Mitova has that may have contributed to her success.,6,entrepreneurs and leaders,107,"['Analyse', 'two', 'entrepreneurial', 'characteristics', 'that', 'Rossi', 'Mitova', 'has', 'that', 'may', 'have', 'contributed', 'to', 'her', 'success.']",analyse two entrepreneurial characteristics rossi mitova may contributed success.,81,2020,0,"['analyse', 'two', 'entrepreneurial', 'characteristics', 'rossi', 'mitova', 'may', 'contributed', 'success', '.']","['analyse', 'two', 'entrepreneurial', 'characteristics', 'rossi', 'mitova', 'may', 'contributed', 'success']","['analyse', 'two', 'entrepreneurial', 'characteristic', 'rossi', 'mitova', 'may', 'contribute', 'success']",analyse two entrepreneurial characteristics rossi mitova may contributed success
55,Question paper - Unit 1 (WBS11) - January 2020.pdf,4,"Discuss the advantages for small businesses , such as the farms in Bulgaria, of using an online retailing service to sell their products.",8,meeting customer needs,137,"['Discuss', 'the', 'advantages', 'for', 'small', 'businesses', ',', 'such', 'as', 'the', 'farms', 'in', 'Bulgaria,', 'of', 'using', 'an', 'online', 'retailing', 'service', 'to', 'sell', 'their', 'products.']","discuss advantages small businesses , farms bulgaria, using online retailing service sell products.",99,2020,0,"['discuss', 'advantages', 'small', 'businesses', ',', 'farms', 'bulgaria', ',', 'using', 'online', 'retailing', 'service', 'sell', 'products', '.']","['discuss', 'advantages', 'small', 'businesses', 'farms', 'bulgaria', 'using', 'online', 'retailing', 'service', 'sell', 'products']","['discus', 'advantage', 'small', 'business', 'farm', 'bulgaria', 'use', 'online', 'retail', 'service', 'sell', 'product']",discuss advantages small businesses farms bulgaria using online retailing service sell products
56,Question paper - Unit 1 (WBS11) - January 2020.pdf,5,Assess if there is a trade-off between social objectives and profit for these farmers.,10,entrepreneurs and leaders,86,"['Assess', 'if', 'there', 'is', 'a', 'trade-off', 'between', 'social', 'objectives', 'and', 'profit', 'for', 'these', 'farmers.']",assess trade-off social objectives profit farmers.,50,2020,0,"['assess', 'trade-off', 'social', 'objectives', 'profit', 'farmers', '.']","['assess', 'trade-off', 'social', 'objectives', 'profit', 'farmers']","['assess', 'trade-off', 'social', 'objective', 'profit', 'farmer']",assess trade-off social objectives profit farmers
57,Question paper - Unit 1 (WBS11) - January 2020.pdf,7,Define the term ‘secondary market research’ .,2,meeting customer needs,45,"['Define', 'the', 'term', '‘secondary', 'market', 'research’', '.']",define term ‘secondary market research’ .,41,2020,0,"['define', 'term', '‘', 'secondary', 'market', 'research', '’', '.']","['define', 'term', 'secondary', 'market', 'research']","['define', 'term', 'secondary', 'market', 'research']",define term secondary market research
58,Question paper - Unit 1 (WBS11) - January 2020.pdf,7,"Using Extract C, calculate to 2 decimal places, the percentage change in sales revenue for Skechers between 2016 and 2017. You are advised to show your working.",4,meeting customer needs,160,"['Using', 'Extract', 'C,', 'calculate', 'to', '2', 'decimal', 'places,', 'the', 'percentage', 'change', 'in', 'sales', 'revenue', 'for', 'Skechers', 'between', '2016', 'and', '2017.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","using extract c, calculate 2 decimal places, percentage change sales revenue skechers 2016 2017. you advised show working.",122,2020,0,"['using', 'extract', 'c', ',', 'calculate', '2', 'decimal', 'places', ',', 'percentage', 'change', 'sales', 'revenue', 'skechers', '2016', '2017.', 'you', 'advised', 'show', 'working', '.']","['using', 'extract', 'c', 'calculate', '2', 'decimal', 'places', 'percentage', 'change', 'sales', 'revenue', 'skechers', '2016', '2017.', 'you', 'advised', 'show', 'working']","['use', 'extract', 'c', 'calculate', '2', 'decimal', 'place', 'percentage', 'change', 'sale', 'revenue', 'skechers', '2016', '2017.', 'you', 'advise', 'show', 'work']",using extract c calculate 2 decimal places percentage change sales revenue skechers 2016 2017. you advised show working
59,Question paper - Unit 1 (WBS11) - January 2020.pdf,8,Analyse two advantages of using focus groups for a business such as Skechers.,6,meeting customer needs,77,"['Analyse', 'two', 'advantages', 'of', 'using', 'focus', 'groups', 'for', 'a', 'business', 'such', 'as', 'Skechers.']",analyse two advantages using focus groups business skechers.,60,2020,0,"['analyse', 'two', 'advantages', 'using', 'focus', 'groups', 'business', 'skechers', '.']","['analyse', 'two', 'advantages', 'using', 'focus', 'groups', 'business', 'skechers']","['analyse', 'two', 'advantage', 'use', 'focus', 'group', 'business', 'skechers']",analyse two advantages using focus groups business skechers
60,Question paper - Unit 1 (WBS11) - January 2020.pdf,9,Discuss how the product life cycle may help Skechers develop its product portfolio.,8,marketing mix and strategy,83,"['Discuss', 'how', 'the', 'product', 'life', 'cycle', 'may', 'help', 'Skechers', 'develop', 'its', 'product', 'portfolio.']",discuss product life cycle may help skechers develop product portfolio.,71,2020,0,"['discuss', 'product', 'life', 'cycle', 'may', 'help', 'skechers', 'develop', 'product', 'portfolio', '.']","['discuss', 'product', 'life', 'cycle', 'may', 'help', 'skechers', 'develop', 'product', 'portfolio']","['discus', 'product', 'life', 'cycle', 'may', 'help', 'skechers', 'develop', 'product', 'portfolio']",discuss product life cycle may help skechers develop product portfolio
61,Question paper - Unit 1 (WBS11) - January 2020.pdf,10,Assess the extent to which a centralised organisational structure may benefit Skechers.,10,managing people,87,"['Assess', 'the', 'extent', 'to', 'which', 'a', 'centralised', 'organisational', 'structure', 'may', 'benefit', 'Skechers.']",assess extent centralised organisational structure may benefit skechers.,72,2020,0,"['assess', 'extent', 'centralised', 'organisational', 'structure', 'may', 'benefit', 'skechers', '.']","['assess', 'extent', 'centralised', 'organisational', 'structure', 'may', 'benefit', 'skechers']","['assess', 'extent', 'centralise', 'organisational', 'structure', 'may', 'benefit', 'skechers']",assess extent centralised organisational structure may benefit skechers
62,Question paper - Unit 1 (WBS11) - January 2022.pdf,10,Define the term ‘quantitative data’ .,2,meeting customer needs,37,"['Define', 'the', 'term', '‘quantitative', 'data’', '.']",define term ‘quantitative data’ .,33,2022,0,"['define', 'term', '‘', 'quantitative', 'data', '’', '.']","['define', 'term', 'quantitative', 'data']","['define', 'term', 'quantitative', 'data']",define term quantitative data
63,Question paper - Unit 1 (WBS11) - January 2022.pdf,10,Construct a supply and demand diagram to show the impact of increasing publicity on the biodegradable packaging market.,4,the market,119,"['Construct', 'a', 'supply', 'and', 'demand', 'diagram', 'to', 'show', 'the', 'impact', 'of', 'increasing', 'publicity', 'on', 'the', 'biodegradable', 'packaging', 'market.']",construct supply demand diagram show impact increasing publicity biodegradable packaging market.,96,2022,0,"['construct', 'supply', 'demand', 'diagram', 'show', 'impact', 'increasing', 'publicity', 'biodegradable', 'packaging', 'market', '.']","['construct', 'supply', 'demand', 'diagram', 'show', 'impact', 'increasing', 'publicity', 'biodegradable', 'packaging', 'market']","['construct', 'supply', 'demand', 'diagram', 'show', 'impact', 'increase', 'publicity', 'biodegradable', 'package', 'market']",construct supply demand diagram show impact increasing publicity biodegradable packaging market
64,Question paper - Unit 1 (WBS11) - January 2022.pdf,11,Analyse two entrepreneurial characteristics shown by Vaibhav Anant that may have helped Bambrew to succeed.,6,entrepreneurs and leaders,107,"['Analyse', 'two', 'entrepreneurial', 'characteristics', 'shown', 'by', 'Vaibhav', 'Anant', 'that', 'may', 'have', 'helped', 'Bambrew', 'to', 'succeed.']",analyse two entrepreneurial characteristics shown vaibhav anant may helped bambrew succeed.,91,2022,0,"['analyse', 'two', 'entrepreneurial', 'characteristics', 'shown', 'vaibhav', 'anant', 'may', 'helped', 'bambrew', 'succeed', '.']","['analyse', 'two', 'entrepreneurial', 'characteristics', 'shown', 'vaibhav', 'anant', 'may', 'helped', 'bambrew', 'succeed']","['analyse', 'two', 'entrepreneurial', 'characteristic', 'show', 'vaibhav', 'anant', 'may', 'help', 'bambrew', 'succeed']",analyse two entrepreneurial characteristics shown vaibhav anant may helped bambrew succeed
